node,x,y
5331,-1377.870728,712.915771
1390,-140.694443,1462.036865
1914,635.442950,436.275101
2679,485.530783,348.850131
681,829.859192,600.016541
1819,952.773499,582.029114
4371,1275.727905,-217.896851
1935,794.745361,826.335083
1643,1499.949097,-382.313049
2986,1389.009277,-450.719940
5078,-830.793723,-626.911204
5711,-1112.655151,-850.274109
5249,53.781425,-1731.055786
128,187.757568,-775.805298
2556,-1018.942627,585.584900
5585,-1070.282104,468.672272
4883,-747.471538,-828.305466
4377,-621.292114,1420.317871
282,-509.871826,-1696.808594
422,867.055603,1185.484863
3527,-1101.874146,1056.785645
419,308.511902,-927.028442
5974,746.598212,-854.521615
1061,549.669373,187.142960
2839,540.037537,234.857925
3991,1190.484375,-747.845520
4402,-65.698647,-1279.239014
1571,243.370361,736.513733
40,-119.272781,-351.582055
1814,-493.837280,1457.252197
589,-195.173889,916.096619
6198,958.388030,-919.304628
3249,1006.980225,511.302917
186,384.613129,-218.392685
3389,1113.773926,-965.147339
897,-905.336643,-105.886018
1429,1551.336060,-425.536072
1431,-1148.123657,1027.109009
3477,548.156694,-378.025857
2192,546.057007,469.618988
2054,773.868408,456.478760
1112,789.106873,509.093384
5084,-560.397958,226.375416
4572,330.551147,982.205261
4475,594.658813,-323.686188
43,312.001038,527.839783
3457,-384.610750,33.492229
3292,1217.585938,-188.240265
1207,82.770172,-116.154205
1975,-957.984192,989.233215
5056,307.960449,-1251.976807
4469,1282.859375,-962.196655
1686,-888.233643,905.320984
590,1343.889771,278.562622
5973,-981.153564,-184.939056
822,919.240479,1143.574341
2190,-8.859360,-1148.378296
495,-787.033569,1313.271240
2037,1419.720581,-619.075256
952,-644.544556,965.426941
4855,-304.047729,-1411.680664
472,-68.013959,107.149677
3321,-715.588989,188.704147
5086,-764.178040,-935.415222
3773,-294.332306,911.881592
2358,770.762939,1294.890381
4298,-87.856929,-359.384059
176,-943.373779,-1016.324829
4071,561.072144,-1215.213989
4083,570.764282,-15.682892
3728,907.347778,1167.169434
2086,1151.827271,-1043.832520
2672,62.018059,-1714.926880
5537,-891.130005,-1205.142090
3447,759.757996,1148.589966
