node,x,y
3956,-638.436000,1198.036000
4269,661.892000,-1561.162000
1552,-1264.907000,-1323.164000
3358,-1546.934000,-967.951000
4592,-799.497000,1233.361000
3642,53.592000,-266.943000
4293,426.699000,-571.360000
5388,-1645.814000,-278.964000
1396,-178.067000,-358.916000
238,-1086.948000,-875.402000
3304,-19.000000,1235.819000
2516,-986.460000,193.651000
4131,-1571.683000,-259.475000
255,-283.148000,359.105000
5278,-1346.147000,-313.758000
4459,556.282000,-236.716000
5628,-44.993000,-774.954000
1902,84.936000,666.451000
3215,307.362000,66.128000
3408,-350.757000,-116.121000
2198,-926.720000,231.282000
843,1087.696000,661.985000
2519,-710.717000,-1571.519000
188,-257.157000,203.360000
5145,-144.002000,94.987000
2157,-439.809000,-850.990000
4281,-491.561000,872.887000
1630,1118.643000,405.616000
2061,-108.839000,-490.964000
3940,-321.246000,1208.353000
5343,740.009000,738.031000
2747,733.670000,413.057000
3681,291.243000,817.882000
1860,913.612000,344.045000
2155,-1129.495000,-881.242000
1567,-841.024000,-560.658000
1688,-571.148000,-1102.880000
2531,-1231.976000,363.267000
1625,510.190000,-1421.537000
4306,1281.942000,-432.755000
2716,-153.919000,1370.766000
4233,-913.273000,-1008.832000
1402,693.102000,1000.113000
4494,1520.240000,274.681000
3633,-937.016000,-1280.343000
3660,-1185.254000,-528.935000
1346,1017.501000,-617.100000
2362,-15.471000,599.581000
437,1062.384000,625.710000
773,552.658000,-1466.730000
5600,1485.411000,64.516000
4799,235.218000,1016.016000
3748,614.968000,1383.555000
1004,-575.307000,759.504000
3129,399.091000,-509.315000
2685,-237.299000,-870.324000
5373,-748.712000,1128.556000
5289,988.001000,-1373.992000
382,-1395.198000,369.329000
1739,621.363000,368.017000
2669,150.421000,-256.517000
3506,358.634000,-207.251000
1359,738.076000,993.233000
135,195.572000,-1169.005000
1743,-1392.113000,591.184000
3610,-1359.270000,879.706000
2230,22.761000,951.121000
