source,target,weight
2337,2579,0.47513
2337,2820,0.35219
2337,2997,0.35219
2337,3032,0.35262
2337,3119,0.28538
2337,3151,0.30386
2337,3284,0.2831
2337,3380,0.43829
2337,3442,0.25386
2337,3502,0.36256
2337,3590,0.49019
2337,3636,0.24957
2337,3662,0.20513
2337,3709,0.28248
2337,3844,0.59084
2337,3930,0.45113
2337,3951,0.36256
2337,3953,0.50929
2337,4006,0.25492
2337,4114,0.50247
2337,4182,0.24957
2337,4221,0.24957
2337,4284,0.59645
2337,4295,0.2822
2337,4386,0.36808
2337,4400,0.21028
2337,4456,0.20778
2337,4593,0.52721
2337,4634,0.48011
2337,4689,0.32221
2337,4696,0.50247
2337,4903,0.26732
2337,4994,0.41802
2337,5057,0.3005
2337,5112,0.25603
2337,5144,0.22725
2337,5145,0.35219
2337,5201,0.22261
2337,5211,0.35158
2337,5245,0.26073
2337,5307,0.35219
2337,5310,0.23466
2337,5365,0.27341
2337,5404,0.34605
2337,5490,0.3276
2337,5518,0.29452
2337,5561,0.22725
2337,5662,0.21093
2337,5665,0.48011
2337,5699,0.36808
2337,5855,0.50247
2337,5859,0.21528
2337,5869,0.22725
2337,5885,0.27882
2337,5901,0.65959
2337,5982,0.41802
2337,6051,0.40602
2337,6118,0.42634
2337,6185,0.21832
2337,6227,0.2831
2338,5039,0.20873
2340,2517,0.21832
2340,2583,0.27341
2340,2594,0.32004
2340,2829,0.23562
2340,2914,0.28408
2340,3210,0.43829
2340,3657,0.2066
2340,3898,0.2047
2340,4826,0.20786
2340,5561,0.21437
2340,5662,0.20988
2340,5725,0.20131
2341,4503,0.23452
2341,6093,0.20013
2342,4964,0.30567
2342,5752,0.20585
2343,4120,0.20015
2343,5300,0.23115
2343,5785,0.22707
2344,2711,0.2841
2344,2763,0.25506
2344,3882,0.2392
2344,4202,0.23397
2344,5411,0.23529
2344,5520,0.33542
2346,2502,0.33947
2346,2519,0.21191
2346,2579,0.21119
2346,2940,0.3425
2346,2995,0.23954
2346,3151,0.28539
2346,3844,0.32888
2346,3953,0.26372
2346,4004,0.20296
2346,4221,0.20112
2346,4593,0.3425
2346,4634,0.29601
2346,4689,0.21736
2346,4696,0.25089
2346,5112,0.2001
2346,5211,0.24917
2346,5307,0.24479
2346,5665,0.22604
2346,5699,0.23684
2346,5859,0.21106
2346,5885,0.25689
2346,5901,0.35584
2346,5903,0.22445
2346,6051,0.21028
2346,6185,0.20778
2347,3077,0.2186
2347,4240,0.22195
2347,5059,0.23367
2347,5961,0.20476
2350,2568,0.20509
2350,2724,0.20922
2350,5905,0.23448
2350,6091,0.21716
2350,6141,0.20258
2350,6151,0.21607
2352,2393,0.31358
2352,2512,0.20994
2352,2520,0.22014
2352,2608,0.37995
2352,2806,0.20998
2352,3147,0.44944
2352,3278,0.21013
2352,3302,0.34473
2352,3357,0.41836
2352,3435,0.3972
2352,3457,0.26456
2352,3715,0.26019
2352,3795,0.52402
2352,3835,0.3507
2352,3886,0.2193
2352,3928,0.38858
2352,3931,0.28844
2352,3941,0.27619
2352,3946,0.36896
2352,4017,0.29338
2352,4085,0.25583
2352,4233,0.28783
2352,4282,0.54157
2352,4419,0.29791
2352,4656,0.22184
2352,4870,0.43829
2352,4943,0.28361
2352,5039,0.24958
2352,5125,0.23015
2352,5172,0.37899
2352,5231,0.23636
2352,5325,0.42366
2352,5377,0.2621
2352,5473,0.21296
2352,5496,0.25603
2352,5508,0.49266
2352,5598,0.20083
2352,5642,0.20505
2352,5742,0.27967
2352,5811,0.31868
2352,6059,0.25569
2352,6088,0.25195
2353,2647,0.2436
2353,2959,0.3467
2353,3089,0.27211
2353,3933,0.2284
2353,4340,0.2552
2353,4423,0.21435
2353,4547,0.34069
2353,4560,0.25777
2353,5318,0.41065
2353,5321,0.29873
2353,5345,0.38724
2353,5909,0.35366
2354,5361,0.22121
2354,6079,0.24985
2355,2545,0.42279
2355,3761,0.22917
2355,3825,0.22389
2355,5044,0.40106
2355,5433,0.3475
2355,5463,0.40708
2355,5532,0.29897
2355,5939,0.21175
2356,4387,0.5313
2356,4916,0.2107
2356,5048,0.51001
2358,3074,0.27495
2358,3362,0.24852
2359,2516,0.23422
2359,2656,0.21523
2359,3370,0.26623
2359,3408,0.28481
2359,4139,0.23028
2359,4326,0.24664
2359,5104,0.25949
2359,5187,0.20295
2359,6181,0.20378
2360,2642,0.29915
2360,2666,0.26019
2360,3053,0.51742
2360,3058,0.25712
2360,3309,0.2595
2360,3418,0.20236
2360,3519,0.38091
2360,4020,0.20085
2360,4413,0.57439
2360,4637,0.21485
2360,4733,0.23039
2360,4878,0.20994
2360,5720,0.59084
2360,5898,0.21422
2360,5935,0.20201
2360,6149,0.50247
2361,2985,0.20646
2361,3235,0.28783
2361,3318,0.21635
2361,3505,0.22601
2361,3615,0.20033
2361,3705,0.23927
2361,4132,0.22399
2361,4243,0.20927
2361,4576,0.21608
2361,4780,0.20225
2361,5833,0.45805
2362,2472,0.51337
2362,2563,0.40493
2362,2595,0.38954
2362,2731,0.40448
2362,3784,0.20009
2362,3855,0.41753
2362,3863,0.21773
2362,4177,0.24771
2362,4224,0.43097
2362,4348,0.49079
2362,4639,0.54375
2362,5872,0.47065
2364,2641,0.28226
2364,3791,0.21115
2364,4561,0.30959
2364,4842,0.21213
2364,5367,0.22483
2365,2369,0.22873
2365,2711,0.21016
2365,3861,0.20753
2365,4220,0.26809
2365,5143,0.25762
2365,5710,0.23116
2366,5493,0.20561
2366,6143,0.2028
2367,2655,0.20296
2367,2695,0.23577
2367,2968,0.30239
2367,3646,0.2175
2367,3948,0.29027
2367,4009,0.25307
2367,4012,0.24979
2367,4130,0.20612
2367,4150,0.20058
2367,4909,0.32371
2367,5047,0.31378
2367,5239,0.26553
2367,5457,0.21148
2367,5538,0.31279
2367,5628,0.37856
2367,5819,0.31594
2367,5942,0.20022
2367,6143,0.2437
2367,6192,0.27458
2368,2387,0.45016
2368,2461,0.4345
2368,2543,0.58056
2368,2575,0.33815
2368,2713,0.34604
2368,2759,0.21406
2368,2833,0.24127
2368,3146,0.23028
2368,3170,0.20206
2368,3639,0.24192
2368,3731,0.23973
2368,3926,0.34183
2368,4022,0.21944
2368,4155,0.21185
2368,4215,0.33153
2368,4294,0.33881
2368,4361,0.38418
2368,4373,0.53093
2368,4395,0.28894
2368,4528,0.35122
2368,4529,0.20372
2368,4676,0.2949
2368,4743,0.24204
2368,4888,0.21238
2368,4912,0.22811
2368,5206,0.33246
2368,5378,0.31594
2368,5652,0.23515
2368,5955,0.3081
2368,6191,0.29178
2369,2443,0.28547
2369,2625,0.53435
2369,2632,0.26101
2369,2662,0.36808
2369,3177,0.21557
2369,3241,0.2952
2369,3470,0.4462
2369,3542,0.20142
2369,3565,0.20235
2369,3599,0.28766
2369,3701,0.38199
2369,3755,0.22398
2369,3839,0.23359
2369,3909,0.24907
2369,4220,0.30996
2369,4271,0.28818
2369,4393,0.2486
2369,4536,0.27218
2369,4568,0.26137
2369,4607,0.30873
2369,4622,0.32762
2369,4631,0.27068
2369,4900,0.2071
2369,5009,0.22235
2369,5042,0.21002
2369,5143,0.43338
2369,5154,0.39028
2369,5160,0.21893
2369,5576,0.35539
2369,5657,0.2062
2369,5710,0.52721
2369,5746,0.22066
2369,5884,0.32538
2369,5924,0.4886
2369,6207,0.23975
2370,3077,0.21847
2370,3736,0.21091
2370,4240,0.211
2370,4894,0.29993
2370,5059,0.31854
2370,5252,0.35458
2370,5947,0.20967
2371,5773,0.21442
2372,4545,0.20124
2372,5119,0.20426
2373,5675,0.21342
2373,5961,0.26363
2374,2803,0.22861
2374,4589,0.30089
2374,5464,0.22054
2374,5490,0.26172
2374,6230,0.26869
2375,2966,0.21946
2375,2980,0.21222
2375,3042,0.20924
2375,3323,0.23948
2375,3502,0.237
2375,3975,0.20897
2375,4605,0.22726
2375,4606,0.21926
2375,4869,0.243
2375,5153,0.24566
2375,5195,0.23436
2375,5326,0.28783
2376,2500,0.23235
2376,2536,0.2296
2376,3083,0.2139
2376,3265,0.20916
2376,3457,0.27943
2376,3749,0.24288
2376,4013,0.27941
2376,4999,0.24489
2376,5280,0.20589
2376,5377,0.24928
2376,5425,0.36122
2376,5595,0.21065
2376,5742,0.33682
2376,5889,0.35539
2376,5898,0.20288
2376,5920,0.24896
2376,6059,0.25682
2376,6088,0.24932
2378,2877,0.2406
2380,3441,0.22123
2380,4447,0.22399
2381,3113,0.20677
2381,3500,0.23841
2381,4417,0.28353
2381,4632,0.21347
2381,4755,0.23962
2381,5355,0.23141
2382,4724,0.2253
2382,5752,0.35934
2383,2654,0.20548
2383,3463,0.23458
2383,5644,0.23452
2384,2433,0.32843
2384,2769,0.26508
2384,3044,0.29575
2384,4130,0.20707
2384,4150,0.20545
2384,4390,0.28806
2384,4519,0.32958
2384,4978,0.28198
2384,5718,0.24732
2384,6213,0.30147
2386,2666,0.38776
2386,2915,0.20085
2386,3053,0.28983
2386,3309,0.44901
2386,3534,0.2009
2386,4020,0.25451
2386,4413,0.28783
2386,4878,0.28248
2386,5720,0.34012
2387,2453,0.22118
2387,2461,0.47082
2387,2543,0.52247
2387,2575,0.44033
2387,2713,0.30439
2387,2759,0.20048
2387,2833,0.30812
2387,2916,0.24344
2387,3146,0.35219
2387,3249,0.22251
2387,3610,0.29499
2387,3639,0.2647
2387,3731,0.22831
2387,3821,0.20154
2387,3926,0.35416
2387,3934,0.20035
2387,4022,0.28231
2387,4155,0.28132
2387,4215,0.39886
2387,4227,0.20071
2387,4294,0.32835
2387,4361,0.42647
2387,4373,0.52786
2387,4395,0.26555
2387,4528,0.37484
2387,4529,0.20097
2387,4562,0.26299
2387,4676,0.38776
2387,4848,0.2056
2387,4888,0.20124
2387,4912,0.30113
2387,4971,0.21992
2387,5036,0.20288
2387,5165,0.23916
2387,5206,0.38029
2387,5329,0.21868
2387,5378,0.41545
2387,5605,0.20385
2387,5652,0.29348
2387,5893,0.23973
2387,5930,0.21903
2387,5955,0.3783
2387,6092,0.28538
2387,6191,0.2921
2389,5063,0.22704
2389,5996,0.20163
2390,3451,0.26096
2390,4003,0.2004
2390,4298,0.25897
2390,4498,0.32521
2390,4623,0.21011
2390,4901,0.20644
2390,5237,0.21574
2390,5820,0.2028
2390,6071,0.27583
2390,6086,0.20844
2391,2525,0.33784
2391,2532,0.30708
2391,2612,0.29418
2391,2701,0.212
2391,2728,0.21652
2391,2761,0.30902
2391,3066,0.2341
2391,3355,0.22762
2391,3381,0.32399
2391,3738,0.36993
2391,3958,0.22785
2391,4317,0.40816
2391,4627,0.21135
2391,4687,0.36122
2391,4705,0.43679
2391,4936,0.26301
2391,5022,0.34327
2391,5186,0.31293
2391,5235,0.27885
2391,5255,0.20209
2391,5438,0.24603
2391,5605,0.34803
2393,2608,0.37302
2393,3302,0.44695
2393,3357,0.36633
2393,3435,0.31489
2393,3795,0.33288
2393,3835,0.49359
2393,3928,0.46184
2393,3931,0.30094
2393,3946,0.47326
2393,4017,0.34297
2393,4282,0.35275
2393,4419,0.51627
2393,4943,0.29782
2393,5172,0.42745
2393,5231,0.28212
2393,5325,0.43358
2393,5508,0.32512
2393,5811,0.38443
2395,2564,0.3151
2395,2579,0.25671
2395,2812,0.224
2395,3010,0.21424
2395,3241,0.24303
2395,3951,0.25594
2395,4114,0.27595
2395,4456,0.27495
2395,4480,0.27385
2395,5144,0.23313
2395,5307,0.2379
2395,5409,0.29183
2395,5859,0.21034
2396,2447,0.3329
2396,2917,0.34013
2396,3027,0.25913
2396,3147,0.21555
2396,3212,0.38857
2396,3302,0.20828
2396,3835,0.20623
2396,3913,0.27619
2396,3928,0.20632
2396,4095,0.32616
2396,4282,0.21549
2396,4503,0.26418
2396,4767,0.20253
2396,5172,0.22326
2396,5496,0.21528
2396,5793,0.3612
2396,5811,0.21701
2397,5268,0.22085
2397,5364,0.31806
2397,5918,0.44547
2397,5948,0.34133
2399,2426,0.2083
2399,2900,0.2309
2399,3208,0.2176
2399,3283,0.22324
2399,3437,0.21893
2399,3545,0.34225
2399,4212,0.23613
2399,4402,0.21436
2399,4462,0.29825
2399,4645,0.48346
2399,5007,0.24859
2399,5246,0.4778
2399,5393,0.52227
2399,5482,0.30669
2399,5538,0.20545
2399,5607,0.24249
2399,5625,0.21071
2399,6192,0.40727
2400,3804,0.32382
2400,4104,0.22766
2400,5812,0.24139
2401,2436,0.29756
2401,2481,0.20336
2401,2507,0.41152
2401,2647,0.48088
2401,2709,0.2433
2401,2846,0.29839
2401,2945,0.20066
2401,2959,0.20321
2401,3016,0.2545
2401,3283,0.28669
2401,3303,0.30675
2401,3395,0.23021
2401,3454,0.3798
2401,3574,0.25007
2401,3732,0.22511
2401,3933,0.23045
2401,4257,0.29706
2401,4343,0.25977
2401,4349,0.25686
2401,4380,0.40872
2401,4394,0.25037
2401,4423,0.46947
2401,4443,0.32824
2401,4479,0.20064
2401,4602,0.26024
2401,4807,0.34221
2401,5040,0.24146
2401,5190,0.34167
2401,5192,0.32903
2401,5215,0.34956
2401,5292,0.28931
2401,5304,0.21131
2401,5321,0.24657
2401,5333,0.50242
2401,5486,0.30346
2401,5493,0.33836
2401,5909,0.20084
2401,6002,0.29395
2401,6034,0.31128
2401,6078,0.25501
2401,6127,0.38231
2401,6143,0.52721
2401,6193,0.26626
2402,3055,0.20382
2402,3333,0.21488
2402,3537,0.20587
2402,3640,0.20308
2402,4139,0.20218
2402,4816,0.26827
2402,4825,0.2463
2402,4942,0.26803
2402,5343,0.30134
2402,5722,0.24082
2402,5734,0.20683
2402,5954,0.25203
2402,6088,0.22202
2405,3418,0.23967
2405,4616,0.22345
2405,6030,0.35023
2406,2695,0.30239
2406,2940,0.20513
2406,3014,0.29728
2406,3913,0.2772
2406,4004,0.27341
2406,4470,0.20249
2406,4806,0.2028
2406,5819,0.2831
2409,2716,0.22725
2409,4228,0.22607
2410,3547,0.27407
2410,3897,0.41802
2410,4032,0.21193
2410,4307,0.30346
2410,4328,0.30386
2410,4663,0.26019
2410,5751,0.28983
2411,4092,0.22411
2412,2488,0.20057
2412,2641,0.20685
2412,2687,0.22416
2412,2951,0.208
2412,3619,0.35771
2412,3848,0.31976
2412,3950,0.33341
2412,4189,0.25419
2412,4223,0.2348
2416,2706,0.31625
2417,2506,0.23268
2417,2689,0.20139
2417,2970,0.26943
2417,3317,0.29335
2417,3355,0.20626
2417,3978,0.22013
2417,4239,0.20291
2417,4414,0.24163
2417,4743,0.20151
2417,4923,0.38066
2417,4956,0.36164
2417,5329,0.2689
2417,5527,0.20927
2417,5649,0.24496
2417,5804,0.35626
2417,5826,0.37511
2417,5893,0.25193
2417,6212,0.27619
2419,2451,0.5408
2419,2987,0.31705
2419,3042,0.23907
2419,3410,0.27245
2419,3423,0.21338
2419,3897,0.21236
2419,4032,0.25948
2419,4344,0.31494
2419,4954,0.22373
2419,4979,0.24318
2419,5100,0.48949
2419,5171,0.31889
2419,5287,0.39726
2419,5766,0.26521
2419,5837,0.21176
2419,5879,0.35276
2419,6063,0.27737
2419,6150,0.31311
2419,6194,0.26973
2420,4378,0.21157
2421,3278,0.2346
2421,5065,0.23331
2421,5414,0.21718
2421,5752,0.32637
2423,3074,0.28575
2423,3362,0.2129
2424,3392,0.2783
2424,4544,0.22688
2424,5680,0.2683
2425,2511,0.26601
2425,2749,0.25547
2425,2941,0.27244
2425,3432,0.39541
2425,4098,0.21917
2425,4189,0.3051
2425,4223,0.33018
2425,4507,0.30086
2425,4610,0.20494
2425,5096,0.24438
2425,5701,0.20102
2425,5825,0.2189
2425,6224,0.47153
2426,2436,0.42623
2426,2467,0.23894
2426,2537,0.23504
2426,2558,0.31763
2426,2622,0.38505
2426,2709,0.25665
2426,2745,0.20924
2426,2900,0.45411
2426,3208,0.45162
2426,3228,0.30797
2426,3234,0.26026
2426,3251,0.26201
2426,3283,0.41137
2426,3289,0.20532
2426,3437,0.26977
2426,3505,0.25075
2426,3574,0.43054
2426,3732,0.32879
2426,3798,0.2013
2426,3833,0.37238
2426,3853,0.36854
2426,3948,0.48956
2426,3976,0.30041
2426,4009,0.41104
2426,4062,0.23407
2426,4130,0.44763
2426,4150,0.48076
2426,4462,0.29956
2426,4602,0.23985
2426,4603,0.37869
2426,4706,0.27066
2426,4758,0.21418
2426,4909,0.24657
2426,5007,0.38155
2426,5047,0.30137
2426,5064,0.33579
2426,5071,0.2543
2426,5174,0.20248
2426,5190,0.20006
2426,5236,0.37177
2426,5239,0.28492
2426,5246,0.25829
2426,5292,0.21576
2426,5313,0.23158
2426,5390,0.53739
2426,5393,0.31186
2426,5428,0.35263
2426,5456,0.3824
2426,5457,0.23335
2426,5482,0.29148
2426,5493,0.28356
2426,5509,0.37043
2426,5538,0.63849
2426,5607,0.41406
2426,5625,0.42061
2426,5628,0.50979
2426,5873,0.25518
2426,5883,0.31486
2426,5942,0.46616
2426,6143,0.26019
2426,6159,0.22442
2426,6168,0.25991
2426,6192,0.4793
2427,3074,0.31107
2427,3362,0.24518
2428,3077,0.39536
2428,3541,0.31167
2428,4256,0.23294
2428,5059,0.21111
2428,5947,0.28594
2428,6027,0.24169
2429,3533,0.24139
2429,4267,0.29287
2429,4309,0.22868
2429,5513,0.28325
2429,5794,0.26194
2429,6050,0.28278
2430,3679,0.32411
2431,2626,0.20132
2431,2791,0.20893
2431,3207,0.23718
2431,4228,0.26246
2431,4445,0.20769
2431,5358,0.30806
2431,5915,0.26212
2432,2755,0.26019
2432,2785,0.22725
2432,2854,0.26732
2432,2882,0.35219
2432,3221,0.25386
2432,3257,0.2106
2432,3486,0.2998
2432,4663,0.2019
2432,4707,0.26073
2432,4732,0.2138
2432,4773,0.42634
2432,4958,0.20994
2432,5097,0.24429
2432,5171,0.39931
2433,2436,0.29204
2433,3044,0.55493
2433,3283,0.23847
2433,3948,0.24975
2433,4130,0.26344
2433,4150,0.27332
2433,4390,0.48779
2433,4431,0.23441
2433,4519,0.54646
2433,4978,0.30252
2433,5047,0.22709
2433,5509,0.22987
2433,5718,0.45977
2433,6150,0.27022
2433,6213,0.41617
2434,2575,0.21766
2434,2761,0.20796
2434,3710,0.20146
2434,4215,0.21094
2434,4676,0.20603
2434,5676,0.28949
2435,4127,0.26786
2435,5834,0.26011
2436,2622,0.36501
2436,2709,0.26464
2436,2900,0.37911
2436,3208,0.53433
2436,3228,0.39713
2436,3234,0.26502
2436,3251,0.20507
2436,3283,0.51831
2436,3437,0.37281
2436,3574,0.53798
2436,3616,0.24231
2436,3732,0.3952
2436,3833,0.49627
2436,3853,0.24659
2436,3948,0.48871
2436,3976,0.29124
2436,4062,0.22382
2436,4130,0.43824
2436,4150,0.44153
2436,4462,0.2217
2436,4479,0.24361
2436,4516,0.2057
2436,4519,0.21743
2436,4602,0.29626
2436,4603,0.39874
2436,4706,0.29728
2436,4771,0.267
2436,5007,0.41387
2436,5047,0.36033
2436,5064,0.31108
2436,5071,0.25212
2436,5078,0.22633
2436,5170,0.25211
2436,5174,0.34433
2436,5192,0.20466
2436,5239,0.29021
2436,5313,0.21429
2436,5390,0.3068
2436,5393,0.21971
2436,5428,0.43126
2436,5456,0.30823
2436,5482,0.26157
2436,5509,0.60726
2436,5607,0.37521
2436,5625,0.41953
2436,5718,0.22092
2436,5873,0.25211
2436,5883,0.32657
2436,6159,0.27986
2436,6168,0.45012
2436,6175,0.23275
2438,2855,0.24147
2438,2954,0.24421
2438,3144,0.32784
2438,3225,0.21829
2438,3312,0.31995
2438,3826,0.36092
2438,4186,0.22929
2438,4356,0.20875
2438,4780,0.3336
2438,5119,0.31735
2438,5975,0.21
2439,2735,0.27619
2439,3008,0.49019
2439,3077,0.28559
2439,3541,0.33592
2439,4256,0.21958
2439,4534,0.25738
2439,4731,0.21246
2439,4956,0.21528
2439,5059,0.24889
2439,5252,0.22495
2439,5357,0.35262
2439,5425,0.21062
2439,5947,0.42135
2439,6027,0.32391
2440,3251,0.25077
2440,3853,0.20294
2440,5607,0.24185
2442,2672,0.29401
2443,2625,0.41122
2443,2632,0.20919
2443,2662,0.26392
2443,3241,0.20927
2443,3470,0.24146
2443,3701,0.29506
2443,4220,0.26573
2443,4706,0.20296
2443,4900,0.20191
2443,4999,0.22669
2443,5143,0.35279
2443,5710,0.41443
2443,5742,0.21968
2444,2453,0.2418
2444,2488,0.20633
2444,2573,0.26041
2444,2629,0.29505
2444,2641,0.22736
2444,2790,0.31085
2444,2839,0.30035
2444,2906,0.26034
2444,2993,0.52984
2444,3252,0.20023
2444,3472,0.2636
2444,3550,0.2584
2444,3643,0.56022
2444,3791,0.21505
2444,3821,0.22831
2444,3854,0.21791
2444,4022,0.24882
2444,4226,0.56532
2444,4300,0.22999
2444,4352,0.54915
2444,4579,0.2534
2444,4609,0.54792
2444,4646,0.22427
2444,4836,0.23187
2444,4842,0.28806
2444,4907,0.27256
2444,5206,0.20853
2444,5557,0.33396
2444,5930,0.20442
2444,6031,0.26594
2445,3474,0.41042
2445,3798,0.2218
2445,4172,0.39932
2445,4397,0.29848
2445,4558,0.27045
2445,5071,0.21719
2445,5313,0.22677
2445,5457,0.24968
2445,5486,0.42517
2445,5772,0.25377
2445,5814,0.20854
2447,2917,0.35035
2447,3027,0.25467
2447,3164,0.31525
2447,3212,0.421
2447,3805,0.23577
2447,4095,0.32276
2447,4243,0.30386
2447,4503,0.24038
2447,4624,0.20934
2447,4706,0.28296
2447,4763,0.23204
2447,4767,0.23782
2447,5239,0.21941
2447,5616,0.21902
2447,5793,0.26104
2447,5883,0.22128
2447,6159,0.27182
2448,4920,0.27066
2448,5039,0.25754
2448,5291,0.30239
2448,5543,0.35219
2449,4513,0.2096
2449,5019,0.21213
2449,5751,0.22399
2450,3761,0.26192
2450,5044,0.23369
2450,5766,0.20186
2451,2987,0.28606
2451,3042,0.22251
2451,3398,0.22421
2451,3435,0.22624
2451,3897,0.20781
2451,4032,0.29109
2451,4344,0.27031
2451,4979,0.25478
2451,5100,0.47453
2451,5171,0.28712
2451,5287,0.40758
2451,5308,0.27494
2451,5745,0.21002
2451,5766,0.22065
2451,5879,0.32404
2451,6063,0.23782
2451,6150,0.30961
2451,6194,0.24123
2453,2488,0.33757
2453,2573,0.30617
2453,2575,0.34503
2453,2629,0.41882
2453,2641,0.22759
2453,2677,0.28886
2453,2759,0.23902
2453,2790,0.29732
2453,2816,0.24323
2453,2906,0.33282
2453,2993,0.27734
2453,3146,0.2822
2453,3245,0.28699
2453,3252,0.35404
2453,3472,0.30179
2453,3540,0.26012
2453,3639,0.2221
2453,3643,0.35014
2453,3710,0.60237
2453,3821,0.41149
2453,3848,0.28875
2453,3854,0.23953
2453,3926,0.29733
2453,4022,0.40694
2453,4083,0.27568
2453,4215,0.20911
2453,4219,0.21995
2453,4226,0.31525
2453,4294,0.20058
2453,4352,0.39487
2453,4528,0.23902
2453,4561,0.25426
2453,4609,0.36958
2453,4722,0.24667
2453,4842,0.34593
2453,4907,0.3823
2453,4971,0.49791
2453,5090,0.32107
2453,5206,0.32784
2453,5367,0.21899
2453,5642,0.20922
2453,5930,0.32121
2453,6043,0.22955
2453,6092,0.73697
2454,2980,0.24731
2454,3042,0.44446
2454,3045,0.26997
2454,3184,0.49019
2454,3235,0.27619
2454,3323,0.4148
2454,3333,0.20881
2454,3414,0.34012
2454,3466,0.22399
2454,3503,0.33578
2454,3642,0.38776
2454,3900,0.36164
2454,3975,0.44208
2454,4129,0.4102
2454,4132,0.38776
2454,4243,0.23675
2454,4329,0.24429
2454,4403,0.29452
2454,4411,0.34373
2454,4439,0.23466
2454,4455,0.48011
2454,4606,0.26019
2454,4869,0.57439
2454,4874,0.35158
2454,5066,0.3553
2454,5153,0.50247
2454,5195,0.45113
2454,5217,0.37258
2454,5294,0.28248
2454,5326,0.44446
2454,5475,0.20131
2454,5695,0.44944
2454,5879,0.3044
2454,5966,0.29706
2454,5990,0.29452
2454,6126,0.42824
2454,6135,0.45113
2455,4145,0.257
2455,4626,0.21767
2457,5059,0.3538
2457,5252,0.23366
2460,2854,0.35158
2460,2994,0.20927
2460,3008,0.21832
2460,3802,0.22725
2460,3815,0.39011
2460,4732,0.24617
2460,5425,0.44446
2461,2543,0.44595
2461,2575,0.31109
2461,2713,0.23668
2461,2833,0.26234
2461,3146,0.21166
2461,3639,0.23496
2461,3731,0.20073
2461,3821,0.20642
2461,3926,0.25365
2461,4215,0.31148
2461,4294,0.31443
2461,4361,0.35131
2461,4373,0.50449
2461,4395,0.21163
2461,4528,0.30239
2461,4562,0.22619
2461,4676,0.28538
2461,4743,0.2003
2461,4912,0.25939
2461,5206,0.26521
2461,5329,0.21614
2461,5378,0.28248
2461,5652,0.27361
2461,5893,0.21463
2461,5955,0.28791
2462,5116,0.37292
2464,3045,0.20958
2464,3676,0.23834
2464,3836,0.20111
2464,4119,0.25989
2464,4326,0.20734
2464,4837,0.21026
2464,4960,0.20977
2464,5466,0.27606
2464,5489,0.27401
2464,5539,0.20286
2464,6144,0.21845
2465,3052,0.20423
2465,3391,0.24634
2465,4118,0.20071
2465,5361,0.20002
2466,2975,0.21359
2466,4433,0.22928
2466,4900,0.20622
2466,5572,0.24118
2466,5742,0.24217
2466,5920,0.26502
2466,6221,0.21268
2467,2622,0.20517
2467,3011,0.23965
2467,3208,0.26765
2467,3283,0.21977
2467,3853,0.25593
2467,3948,0.22281
2467,4009,0.21012
2467,5007,0.21414
2467,5538,0.2038
2467,5607,0.25996
2467,5625,0.31106
2468,3242,0.23234
2468,5137,0.23493
2470,2602,0.30701
2470,3811,0.21974
2472,2563,0.35879
2472,2595,0.25668
2472,2731,0.29562
2472,3855,0.23803
2472,4224,0.40367
2472,4348,0.38544
2472,4542,0.23222
2472,4639,0.29241
2472,5872,0.2704
2474,4216,0.22892
2474,5419,0.2998
2475,4503,0.23407
2476,2584,0.48011
2476,2666,0.22955
2476,2980,0.26019
2476,2987,0.48011
2476,3042,0.28983
2476,3126,0.23028
2476,3362,0.20712
2476,4329,0.2434
2476,4383,0.28514
2476,4605,0.29829
2476,4606,0.28783
2476,5326,0.27882
2476,6052,0.21528
2477,2885,0.29044
2477,3175,0.30694
2477,5218,0.34256
2477,5292,0.20561
2479,3091,0.20768
2479,5670,0.2098
2479,6220,0.21424
2480,3632,0.20291
2480,4653,0.24605
2480,5046,0.22421
2480,5795,0.21399
2480,5836,0.20736
2481,2507,0.29261
2481,2581,0.24263
2481,2647,0.35531
2481,2873,0.24996
2481,3016,0.24834
2481,3089,0.25084
2481,3093,0.27619
2481,3269,0.24515
2481,3346,0.27778
2481,3439,0.2303
2481,3454,0.21203
2481,3507,0.23513
2481,3612,0.25513
2481,3616,0.22018
2481,3933,0.31216
2481,4011,0.24332
2481,4081,0.28355
2481,4257,0.22558
2481,4285,0.33836
2481,4394,0.27062
2481,4423,0.29776
2481,4443,0.31826
2481,4547,0.26458
2481,4560,0.25037
2481,4586,0.36599
2481,4807,0.27201
2481,4911,0.36975
2481,4944,0.22354
2481,4984,0.22658
2481,5040,0.25652
2481,5190,0.20424
2481,5215,0.29941
2481,5304,0.27144
2481,5318,0.26898
2481,5333,0.30964
2481,5345,0.24816
2481,5493,0.22758
2481,5763,0.40916
2481,5878,0.27164
2481,5909,0.26454
2481,6002,0.3121
2481,6078,0.2966
2481,6111,0.29297
2481,6143,0.28784
2483,3091,0.20098
2483,3265,0.25477
2483,5250,0.25787
2483,5647,0.23237
2483,5742,0.24535
2483,5920,0.23945
2483,5964,0.20666
2483,6059,0.22038
2483,6145,0.21309
2483,6220,0.27596
2484,2524,0.22673
2485,2814,0.23138
2485,3369,0.2056
2486,2966,0.21716
2486,3145,0.2001
2486,3482,0.20915
2486,4930,0.20027
2486,5920,0.24169
2486,6191,0.20618
2487,2516,0.2091
2487,2656,0.22689
2487,3050,0.25568
2487,3256,0.20628
