source,target,weight
727,4798,0.2949
727,5019,0.25211
727,5542,0.2084
727,6148,0.24494
728,1180,0.20026
728,3675,0.2773
729,1551,0.2238
729,2201,0.20969
729,4017,0.2012
729,5440,0.20119
730,1440,0.46522
730,1843,0.27463
730,2323,0.37823
730,3051,0.30642
730,4292,0.49632
730,4633,0.58275
730,4715,0.58057
730,4756,0.25974
730,4856,0.41074
730,5341,0.44464
730,5555,0.29484
730,5610,0.47753
730,5614,0.50431
730,5780,0.45899
731,793,0.26083
731,2126,0.22485
731,6141,0.22915
732,791,0.33201
732,1097,0.29178
732,1186,0.36483
732,1196,0.26696
732,1339,0.20816
732,1552,0.31
732,1901,0.31269
732,2110,0.22781
732,2115,0.21988
732,2178,0.20597
732,2263,0.23373
732,2285,0.30892
732,2315,0.55692
732,3305,0.29452
732,3570,0.25464
732,4217,0.22318
732,4477,0.20997
732,4825,0.21623
732,5032,0.22351
732,5110,0.46329
732,5186,0.30596
732,5255,0.40704
732,5706,0.20665
732,5919,0.45012
732,6088,0.2391
732,6174,0.20084
733,2135,0.22044
733,3077,0.28299
733,4240,0.27746
733,4731,0.27349
733,5947,0.24638
733,6027,0.24188
734,1023,0.39407
734,1212,0.35466
734,1265,0.25817
734,1329,0.27189
734,1344,0.31423
734,1412,0.28905
734,1701,0.22214
734,1842,0.28811
734,1907,0.29496
734,2276,0.32134
734,2320,0.21848
734,2402,0.21218
734,2556,0.22243
734,2593,0.2633
734,3055,0.22611
734,3128,0.21556
734,3160,0.21578
734,3326,0.22715
734,3537,0.21607
734,3651,0.30886
734,3783,0.25166
734,3981,0.22733
734,4090,0.36795
734,4139,0.32173
734,4577,0.32811
734,4787,0.25238
734,4816,0.32089
734,4837,0.20005
734,4942,0.2538
734,5051,0.25055
734,5077,0.3026
734,5343,0.21415
734,5384,0.27973
734,5392,0.23446
734,5447,0.30931
734,5489,0.21782
734,5585,0.25571
734,5730,0.26444
734,5734,0.27194
734,6158,0.2262
735,1652,0.25628
735,2146,0.29998
735,2779,0.2813
735,3787,0.29471
735,4006,0.22144
735,4119,0.24737
735,4618,0.2266
735,4846,0.21471
735,6072,0.3251
735,6218,0.26535
736,4134,0.23614
736,4970,0.20772
737,847,0.26362
737,863,0.22286
737,926,0.24688
737,1013,0.32212
737,1242,0.20591
737,1270,0.25368
737,1296,0.40111
737,1400,0.22433
737,1684,0.23168
737,1720,0.45544
737,2300,0.20349
737,2417,0.30367
737,2575,0.22511
737,2782,0.45892
737,2833,0.20746
737,2938,0.41039
737,2970,0.35112
737,3023,0.2614
737,3123,0.47772
737,3146,0.26031
737,3350,0.23974
737,3446,0.42948
737,3495,0.49986
737,3496,0.20146
737,3531,0.22175
737,3707,0.47003
737,4155,0.22034
737,4161,0.34541
737,4227,0.24832
737,4294,0.25718
737,4562,0.20788
737,4708,0.21396
737,4888,0.21907
737,5329,0.57692
737,5649,0.62804
737,5893,0.54907
737,6082,0.50459
737,6212,0.48536
738,4874,0.28499
738,5891,0.22229
738,6130,0.22329
739,4141,0.21728
739,5086,0.24215
739,5245,0.20396
740,6109,0.21447
741,3014,0.21166
741,5265,0.34344
743,2429,0.33566
743,2607,0.21019
743,3533,0.29711
743,4895,0.20479
743,6008,0.21496
743,6050,0.21163
744,1811,0.28099
744,1842,0.2056
744,2208,0.31554
744,2520,0.23918
744,2536,0.3222
744,4104,0.21227
744,4656,0.24934
744,5343,0.25652
744,5377,0.23217
744,5689,0.24108
744,5742,0.30744
744,5791,0.25773
745,4351,0.34217
746,1516,0.21288
746,1543,0.20033
746,1598,0.20872
746,2618,0.2022
746,3289,0.26418
746,5670,0.20236
748,776,0.22695
748,829,0.23476
748,1018,0.27028
748,1460,0.21582
748,2502,0.21101
748,2829,0.26825
748,2940,0.35262
748,2960,0.31598
748,3059,0.25549
748,4075,0.48011
748,4177,0.32075
748,5665,0.27437
748,5699,0.22494
748,5869,0.25575
748,5945,0.20401
748,6138,0.22074
748,6227,0.21213
750,2155,0.2089
751,1226,0.2948
751,1335,0.23529
751,1339,0.28996
751,1825,0.30716
751,2215,0.22005
751,2219,0.37417
751,3536,0.23075
751,3691,0.20994
751,4078,0.24885
751,4166,0.21093
751,5238,0.30386
751,5867,0.20921
751,5905,0.20009
751,5916,0.24285
751,6138,0.30386
752,1101,0.20242
752,3053,0.20994
752,4413,0.24941
753,5615,0.21218
754,2297,0.26019
754,4120,0.20724
755,2180,0.22874
755,2753,0.26557
755,4654,0.25496
755,4675,0.24141
755,4697,0.21271
755,5875,0.2626
756,910,0.52721
756,1735,0.38267
756,1914,0.24377
756,1937,0.26188
756,2391,0.30205
756,2532,0.41937
756,2612,0.38838
756,3066,0.32843
756,3381,0.33807
756,3738,0.30431
756,4936,0.34064
756,5022,0.40593
756,5235,0.39094
756,5783,0.25425
757,2780,0.26599
757,3763,0.32481
757,4297,0.36647
757,4441,0.34781
757,4933,0.29386
759,1721,0.23711
759,1925,0.23432
759,2357,0.22536
759,5060,0.25764
759,5305,0.25149
760,1479,0.27619
760,1807,0.21485
760,5523,0.22725
762,1394,0.23788
762,1881,0.27619
763,886,0.20961
763,892,0.33361
763,906,0.48268
763,1002,0.33706
763,1227,0.23289
763,1281,0.20413
763,1332,0.35789
763,1345,0.35068
763,1368,0.2061
763,1393,0.24023
763,1543,0.3081
763,1606,0.35803
763,1702,0.32993
763,1805,0.31751
763,1924,0.20488
763,2151,0.2699
763,2162,0.32477
763,2177,0.36184
763,2232,0.20166
763,2308,0.35068
763,2401,0.20072
763,2426,0.37601
763,2436,0.47307
763,2467,0.22354
763,2558,0.23981
763,2622,0.33537
763,2900,0.37268
763,3208,0.39878
763,3228,0.30454
763,3251,0.2088
763,3283,0.46721
763,3437,0.41946
763,3574,0.4637
763,3732,0.40274
763,3833,0.50612
763,3853,0.31908
763,3948,0.43904
763,3976,0.27386
763,4009,0.4084
763,4130,0.43651
763,4150,0.40924
763,4603,0.25796
763,4706,0.29728
763,4771,0.2234
763,4909,0.21626
763,5007,0.3381
763,5047,0.33149
763,5064,0.29834
763,5190,0.22386
763,5236,0.26533
763,5239,0.20288
763,5313,0.21524
763,5390,0.2117
763,5393,0.21179
763,5428,0.37342
763,5456,0.32688
763,5493,0.22417
763,5509,0.40106
763,5538,0.35326
763,5607,0.38561
763,5625,0.37956
763,5628,0.40275
763,5873,0.22399
763,5883,0.23961
763,5942,0.3609
763,6168,0.28783
763,6192,0.23166
765,873,0.20459
765,958,0.34762
765,1752,0.21528
765,1811,0.21631
765,2107,0.22074
765,2500,0.25554
765,3265,0.21405
765,3313,0.23275
765,4013,0.20815
765,4110,0.22584
765,4999,0.24222
765,5377,0.23459
765,5598,0.20487
765,5742,0.29423
765,5889,0.24933
765,5920,0.24494
765,6059,0.27109
765,6145,0.25869
766,884,0.33925
766,885,0.28134
766,892,0.22415
766,981,0.21101
766,1002,0.23545
766,1096,0.25966
766,1223,0.20034
766,1273,0.27624
766,1277,0.29144
766,1345,0.23515
766,1369,0.28033
766,1514,0.28377
766,1702,0.26158
766,1933,0.2168
766,2020,0.2878
766,2172,0.36613
766,2252,0.20115
766,2305,0.20017
766,2328,0.26271
766,2436,0.28169
766,2647,0.21819
766,2846,0.23111
766,3016,0.21025
766,3197,0.24745
766,3208,0.22286
766,3269,0.25479
766,3283,0.22
766,3437,0.20474
766,3454,0.25367
766,3574,0.2321
766,3616,0.38427
766,3833,0.20995
766,3948,0.22155
766,3976,0.23912
766,4130,0.2164
766,4150,0.23778
766,4285,0.22113
766,4380,0.2018
766,4423,0.21639
766,4586,0.23523
766,4602,0.33469
766,4771,0.39248
766,4774,0.26074
766,5064,0.34263
766,5170,0.25089
766,5174,0.22437
766,5192,0.26819
766,5304,0.24001
766,5333,0.21208
766,5428,0.20523
766,5456,0.20954
766,5493,0.20685
766,5509,0.28255
766,5878,0.3686
766,6002,0.22972
766,6111,0.2768
766,6112,0.21202
766,6143,0.20741
767,4874,0.23008
767,5589,0.22295
768,4164,0.20242
768,5449,0.22038
768,5590,0.22689
769,5377,0.22338
769,5570,0.21221
769,5598,0.20499
770,3583,0.21614
771,2706,0.44402
771,4619,0.22285
772,1588,0.2594
772,5409,0.28107
772,5975,0.29545
773,5168,0.21211
773,5521,0.23787
773,5554,0.20026
774,1948,0.20497
774,2430,0.36568
774,3679,0.50809
774,6026,0.30827
775,1087,0.20927
775,1940,0.20584
775,2386,0.21614
775,2666,0.35158
775,3309,0.37258
775,3534,0.21879
775,3695,0.21528
775,4020,0.215
775,4245,0.20927
775,4246,0.27407
775,4557,0.20249
776,1018,0.30344
776,1248,0.20609
776,2362,0.22044
776,2829,0.20007
776,2940,0.44901
776,3059,0.20855
776,3657,0.23261
776,3693,0.20835
776,3863,0.24083
776,4127,0.20128
776,4177,0.27605
776,4853,0.21859
776,5259,0.20348
776,5419,0.20881
777,1461,0.20098
777,4435,0.21398
778,2185,0.22387
778,3112,0.20715
778,4503,0.20678
778,5492,0.20321
779,4616,0.21553
780,1116,0.42349
780,1975,0.30665
780,2211,0.4107
780,2887,0.4031
780,3110,0.46481
780,3941,0.24657
780,4975,0.21605
782,5096,0.20141
783,1300,0.21121
783,3591,0.20969
783,4430,0.23834
783,5084,0.23972
784,1125,0.20085
784,1311,0.35219
784,2802,0.21166
784,3115,0.21403
784,3257,0.31352
784,3526,0.25557
784,4059,0.22643
784,4070,0.20131
784,4494,0.26019
784,4966,0.21326
784,5419,0.44208
784,5505,0.26997
784,5542,0.2032
785,4924,0.20356
786,892,0.20296
786,1332,0.20197
786,1534,0.25531
786,1543,0.2437
786,1799,0.20881
786,2492,0.21904
786,2537,0.20002
786,2558,0.3167
786,2900,0.27324
786,3574,0.23366
786,5883,0.28658
787,1302,0.43287
787,2552,0.20437
787,2872,0.34719
787,3205,0.32487
787,3454,0.23106
787,3745,0.22784
787,4176,0.30531
787,5728,0.24497
788,1454,0.23466
788,1678,0.6646
788,2116,0.27619
788,2664,0.20145
788,2728,0.70662
788,2781,0.23095
788,3081,0.21171
788,3394,0.47529
788,3452,0.22603
788,3657,0.23554
788,3662,0.69738
788,3958,0.73281
788,4317,0.22614
788,4454,0.36671
788,4744,0.21257
788,4803,0.29452
788,5654,0.59379
789,1454,0.33828
789,1476,0.30204
789,2875,0.23043
791,1097,0.27131
791,1552,0.26343
791,1901,0.22297
791,1967,0.2105
791,2315,0.40106
791,2525,0.20331
791,3023,0.23855
791,3570,0.27519
791,5110,0.37177
791,5186,0.20194
791,5255,0.31945
791,5438,0.24289
791,5498,0.20239
791,5919,0.2956
793,2249,0.27063
793,3265,0.20044
793,5225,0.24477
794,3244,0.21202
794,5738,0.20272
795,1567,0.20384
795,5086,0.27104
795,5476,0.38121
796,1152,0.30048
796,2672,0.26601
796,3096,0.26376
796,4948,0.24217
796,5065,0.22141
796,5240,0.21822
796,5376,0.21516
796,5741,0.20134
797,1094,0.25509
797,1110,0.54012
797,1259,0.42679
797,2384,0.34627
797,2433,0.6008
797,3044,0.54678
797,4390,0.47014
797,4519,0.4867
797,4978,0.49783
797,5270,0.24675
797,5718,0.51834
797,6213,0.40247
798,2706,0.3019
799,2609,0.34875
799,4689,0.20803
799,4831,0.2007
800,847,0.20131
800,863,0.358
800,876,0.47003
800,903,0.21439
800,922,0.41203
800,926,0.23248
800,997,0.43433
800,1013,0.21562
800,1215,0.50797
800,1242,0.267
800,1270,0.22526
800,1310,0.26547
800,1317,0.47774
800,1350,0.21367
800,1395,0.23252
800,1400,0.60885
800,1560,0.30072
800,1577,0.20126
800,1684,0.57825
800,1819,0.21898
800,1835,0.41039
800,1914,0.29479
800,1965,0.26859
800,2097,0.42306
800,2135,0.23077
800,2265,0.50429
800,2300,0.52855
800,2368,0.39925
800,2387,0.53371
800,2453,0.42841
800,2461,0.36861
800,2543,0.46914
800,2573,0.27283
800,2575,0.81594
800,2629,0.22405
800,2677,0.22405
800,2713,0.30361
800,2797,0.26894
800,2833,0.46963
800,2916,0.30074
800,3146,0.50797
800,3170,0.31211
800,3252,0.22565
800,3496,0.32113
800,3497,0.20857
800,3540,0.21628
800,3610,0.51768
800,3639,0.38815
800,3656,0.24143
800,3710,0.30334
800,3818,0.24069
800,3821,0.22766
800,3934,0.2674
800,4022,0.23633
800,4155,0.57892
800,4215,0.35295
800,4227,0.26884
800,4294,0.35549
800,4373,0.53093
800,4528,0.37074
800,4529,0.20235
800,4562,0.52622
800,4676,0.52032
800,4888,0.38302
800,4907,0.22259
800,4955,0.45227
800,4971,0.44896
800,5025,0.3003
800,5036,0.39737
800,5041,0.20088
800,5061,0.20463
800,5165,0.32026
800,5206,0.60647
800,5329,0.26329
800,5649,0.22554
800,5893,0.20978
800,5930,0.25522
800,6064,0.20227
800,6092,0.41443
801,3567,0.23894
801,3962,0.25366
802,840,0.20844
802,1062,0.21442
802,1077,0.21159
802,2161,0.40498
802,2817,0.48623
802,3135,0.25517
802,3657,0.20272
802,3871,0.46081
802,3965,0.57468
802,4074,0.41027
802,4462,0.24086
802,4544,0.24421
802,4546,0.5318
802,4580,0.23409
802,5200,0.37843
802,5919,0.22955
803,900,0.25469
803,1306,0.28019
803,3418,0.23493
803,4141,0.24478
803,5183,0.21756
803,5336,0.23372
803,5399,0.20954
804,2122,0.2227
804,4141,0.30654
804,4371,0.21797
806,2313,0.20285
806,5163,0.22999
806,5228,0.21038
807,2770,0.2192
807,3215,0.21009
807,4452,0.21083
807,5752,0.21405
808,852,0.26068
808,980,0.4102
808,2173,0.20201
808,2607,0.23004
808,2724,0.41545
808,2932,0.21462
808,3487,0.22725
808,3533,0.27157
808,4142,0.30509
808,4267,0.24561
808,4365,0.29472
808,4817,0.21062
808,5212,0.20278
808,5331,0.23577
808,5389,0.22528
808,5463,0.20779
808,5513,0.20852
808,5666,0.2173
808,5756,0.22213
808,5794,0.25385
808,6008,0.29404
808,6070,0.23422
809,1061,0.2378
809,1333,0.35902
809,1533,0.28526
809,2839,0.23755
809,3472,0.20514
809,3643,0.21296
809,4579,0.24625
809,5557,0.24707
809,6183,0.24983
810,1625,0.30067
810,1940,0.26347
810,3278,0.26627
810,5414,0.26786
810,5752,0.36539
811,3533,0.20342
813,867,0.25044
813,1201,0.29301
813,2429,0.22021
813,2606,0.22399
813,2961,0.20683
813,3533,0.23089
813,4365,0.22856
813,4450,0.20549
813,4470,0.25784
813,5485,0.2541
813,5867,0.2056
813,5905,0.24851
813,5980,0.23587
814,5245,0.24952
815,1413,0.24117
815,1681,0.22816
815,2275,0.21725
815,2855,0.25019
815,3088,0.24286
815,4123,0.27795
815,4503,0.20839
815,5551,0.21001
815,5640,0.21757
815,5644,0.32025
815,5653,0.22787
815,5658,0.26338
815,6093,0.21376
815,6119,0.20514
815,6222,0.26203
816,890,0.36122
816,1165,0.26798
816,1693,0.40494
816,1875,0.44179
816,3632,0.43711
816,4793,0.31055
816,4835,0.46965
816,4938,0.25932
816,4942,0.23127
816,5044,0.23908
816,5433,0.26609
816,5488,0.20126
816,5570,0.26902
816,5795,0.2118
817,1589,0.25875
817,2340,0.42824
817,2829,0.23927
817,2914,0.47513
817,3210,0.26176
817,3482,0.38776
817,3898,0.63849
817,3926,0.2084
817,4255,0.67211
817,5725,0.59645
817,5790,0.41802
818,1539,0.24756
818,1587,0.27646
818,2187,0.28637
818,2519,0.26657
818,2995,0.28147
818,3236,0.22229
818,3502,0.2968
818,3844,0.28869
818,4114,0.21255
818,4221,0.20846
818,4459,0.21953
818,4696,0.27303
818,5211,0.20817
818,5307,0.26052
818,5490,0.2025
818,5612,0.22028
818,5901,0.21125
819,842,0.22205
819,1164,0.30091
819,1310,0.2286
819,1350,0.20695
819,1560,0.22101
819,1569,0.22654
819,1639,0.20947
819,1692,0.20994
819,2319,0.24675
819,2453,0.22817
819,2629,0.2161
819,2641,0.21613
819,2790,0.28227
819,2816,0.23851
819,2950,0.20144
819,3435,0.21112
819,3472,0.25998
819,3540,0.21481
819,3710,0.22901
819,3795,0.22229
819,3821,0.25054
819,4022,0.20738
819,4187,0.20147
819,4282,0.21458
819,4646,0.21393
819,4722,0.20816
819,4750,0.21213
819,4842,0.26802
819,4907,0.25272
819,4939,0.2302
819,4971,0.20772
819,5039,0.31159
819,5508,0.23952
819,5930,0.25236
819,6064,0.23267
819,6092,0.22128
820,1992,0.23321
820,3752,0.20363
820,4880,0.22698
820,5534,0.21854
821,2288,0.43829
821,2662,0.20549
821,2902,0.22939
821,3114,0.21613
821,3155,0.31276
821,3420,0.27795
821,3470,0.20908
821,3839,0.23274
821,3909,0.36872
821,4568,0.24474
821,4631,0.24744
821,4803,0.20994
821,4969,0.26039
821,5009,0.31101
821,5154,0.20587
821,5241,0.24963
821,5657,0.30007
821,5884,0.31015
821,5944,0.2366
822,1190,0.37718
822,1516,0.29941
822,2206,0.20663
822,3091,0.31918
822,3848,0.2309
822,5096,0.22719
822,5250,0.20378
822,5420,0.21273
822,5472,0.22437
822,5527,0.25386
822,5647,0.21875
822,6220,0.26434
823,1826,0.26823
823,3745,0.22399
823,5620,0.28514
824,5449,0.3732
824,6198,0.20929
825,4134,0.32184
825,4141,0.22111
825,5784,0.25029
825,6198,0.24426
826,1163,0.37744
826,1271,0.38177
826,1531,0.35218
826,1721,0.26678
826,2362,0.56434
826,2472,0.34234
826,2563,0.29428
826,2595,0.29812
826,2731,0.3728
826,3855,0.26865
826,3863,0.25719
826,4224,0.44866
826,4348,0.31323
826,4639,0.43466
826,5872,0.34903
828,1240,0.21235
828,1482,0.23466
828,2437,0.21712
829,898,0.27685
829,1031,0.28248
829,1039,0.20454
829,1142,0.23028
829,1153,0.24355
829,1182,0.24626
829,1230,0.21949
829,1362,0.36636
829,1460,0.34154
829,1539,0.24839
829,1587,0.32638
829,1649,0.27757
829,1697,0.21043
829,1709,0.22682
829,1847,0.20272
829,2090,0.29525
829,2118,0.28444
829,2187,0.31883
829,2278,0.28285
829,2327,0.45113
829,2337,0.37258
829,2346,0.26162
829,2502,0.32296
829,2519,0.28793
829,2564,0.38091
829,2579,0.24707
829,2820,0.20123
829,2935,0.2123
829,2940,0.22074
829,3032,0.31355
829,3284,0.21019
829,3380,0.20848
829,3502,0.27979
829,3590,0.33248
829,3709,0.26301
829,3844,0.30396
829,3930,0.21491
829,3953,0.23948
829,4075,0.27066
829,4114,0.34924
829,4182,0.20552
829,4221,0.20335
829,4284,0.28042
829,4456,0.21815
829,4459,0.2647
829,4593,0.44208
829,4634,0.24205
829,4689,0.28897
829,4696,0.30095
829,4903,0.20584
829,4994,0.29725
829,5057,0.28552
829,5145,0.23419
829,5211,0.22195
829,5245,0.22864
829,5307,0.33651
829,5351,0.35158
829,5490,0.30668
829,5494,0.21746
829,5518,0.33859
829,5612,0.21158
829,5665,0.40754
829,5699,0.24199
829,5855,0.22169
829,5859,0.26392
829,5869,0.27039
829,5885,0.26544
829,5901,0.32782
829,6051,0.48612
829,6054,0.2031
829,6185,0.20927
829,6227,0.36122
830,5275,0.22079
830,6163,0.25972
832,1264,0.29686
832,1565,0.23487
832,1934,0.23427
832,2650,0.39069
832,3547,0.28783
832,3770,0.44208
832,4069,0.26019
832,4355,0.35219
832,4779,0.26019
832,5034,0.26732
832,5098,0.20584
832,6052,0.48011
834,883,0.23553
834,1188,0.27079
834,2035,0.21872
834,2122,0.21958
834,2198,0.22395
834,2200,0.25557
834,2516,0.31757
834,2656,0.32439
834,2742,0.22644
834,2880,0.21061
834,2897,0.20648
834,2927,0.20073
834,3122,0.2702
834,3370,0.28569
834,3393,0.26632
834,3408,0.29069
834,3812,0.29299
834,3836,0.24196
834,4125,0.33905
834,4326,0.31084
834,4439,0.21346
834,4524,0.34095
834,4538,0.271
834,4656,0.22968
834,5104,0.25462
834,5187,0.26659
834,5317,0.2949
834,5489,0.20319
834,5577,0.28669
834,5720,0.2084
834,5788,0.24829
834,5823,0.20062
834,6158,0.2525
836,3322,0.31099
836,4789,0.31949
836,4954,0.36164
836,5166,0.20288
836,5542,0.3276
836,6194,0.35219
837,848,0.26502
837,875,0.20946
837,1028,0.41811
837,1059,0.27935
837,1061,0.26055
837,1150,0.46832
837,1241,0.39183
837,1350,0.34371
837,1378,0.20187
837,1522,0.20197
837,1532,0.22577
837,1560,0.31997
837,1682,0.33212
837,1692,0.22595
837,1716,0.48734
837,1719,0.34362
837,1813,0.26798
837,1905,0.24976
837,2214,0.30932
837,2258,0.27359
837,2319,0.50354
837,2444,0.26156
837,2453,0.40076
837,2488,0.32124
837,2573,0.3285
837,2629,0.43616
837,2641,0.28364
837,2677,0.22676
837,2759,0.34646
837,2790,0.43575
837,2906,0.4116
837,2993,0.27223
837,3245,0.29043
837,3252,0.30417
837,3472,0.38847
837,3579,0.22127
837,3643,0.27531
837,3710,0.31008
837,3791,0.26232
837,3821,0.36517
837,3854,0.25094
837,4022,0.25961
837,4083,0.21457
837,4226,0.28571
837,4352,0.31732
837,4561,0.2633
837,4607,0.22812
837,4609,0.31848
837,4722,0.27326
837,4836,0.21706
837,4842,0.35851
837,4907,0.33883
837,4971,0.26153
837,5090,0.53186
837,5367,0.2831
837,5381,0.21342
837,5557,0.33087
837,5930,0.38215
837,5995,0.28598
837,6031,0.26867
837,6040,0.22646
837,6043,0.20514
837,6092,0.29093
838,2105,0.21359
838,3718,0.22519
838,4619,0.22106
839,3348,0.20026
839,3449,0.23712
839,6098,0.25415
840,1018,0.25106
840,1062,0.57674
840,1077,0.50082
840,2006,0.44889
840,2307,0.20253
840,3374,0.4884
840,3434,0.22087
840,3722,0.35874
840,3965,0.22955
840,5939,0.20238
840,6174,0.35496
840,6205,0.29974
840,6215,0.47114
841,901,0.2118
841,1811,0.23083
842,848,0.28356
842,1359,0.24891
842,1532,0.218
842,1692,0.23675
842,2488,0.2177
842,2993,0.20251
842,3148,0.20994
842,3643,0.20327
842,4352,0.22457
842,4609,0.25445
842,4842,0.22844
842,4861,0.21429
843,1179,0.44446
843,1247,0.27695
843,1403,0.21042
843,1712,0.52998
843,1793,0.3566
843,2375,0.20756
843,2454,0.52354
843,2966,0.33396
843,2980,0.30439
843,3042,0.27443
843,3184,0.24656
843,3323,0.30373
843,3503,0.2074
843,3975,0.28232
843,4129,0.49019
843,4132,0.23937
843,4329,0.36164
843,4411,0.20742
843,4455,0.49019
843,4605,0.21813
843,4606,0.22256
843,4869,0.37687
843,5153,0.34731
843,5195,0.29936
843,5217,0.50247
843,5294,0.3777
843,5326,0.50655
843,5475,0.21696
843,5827,0.22725
843,5966,0.36164
843,6126,0.36164
843,6135,0.49019
844,2035,0.21868
844,2656,0.33235
844,3370,0.25373
844,3408,0.22622
844,4119,0.21577
844,4326,0.20697
844,4960,0.23937
844,5104,0.20753
844,5187,0.20747
844,5489,0.23634
844,5788,0.20573
844,5806,0.23918
844,6158,0.24583
844,6181,0.22848
845,3822,0.22533
846,952,0.22461
846,1118,0.2075
846,1140,0.28716
846,1274,0.3268
846,1307,0.28956
846,1647,0.5326
846,1737,0.27036
846,1747,0.25813
846,2114,0.3053
846,2147,0.32953
846,2170,0.20994
846,2263,0.29814
846,2288,0.33828
846,2369,0.43416
846,2545,0.20329
846,2558,0.26662
846,2632,0.36005
846,2648,0.30731
846,2662,0.43004
846,2664,0.3813
846,2918,0.33837
846,3177,0.24678
846,3178,0.25613
846,3228,0.20682
846,3241,0.22392
846,3470,0.58117
846,3513,0.21637
846,3599,0.20857
846,3701,0.52509
846,3839,0.37956
846,3909,0.33334
846,3925,0.23608
846,3955,0.27818
846,4208,0.20049
846,4220,0.24169
846,4271,0.32131
846,4393,0.28318
846,4453,0.38286
846,4536,0.20316
846,4568,0.34208
846,4607,0.21148
846,4622,0.26827
846,4631,0.44524
846,4642,0.21312
846,4706,0.29728
846,4744,0.2182
846,4803,0.20296
846,4969,0.29453
846,5009,0.27842
846,5042,0.2411
846,5143,0.39581
846,5154,0.38109
846,5160,0.28752
846,5241,0.22094
846,5267,0.36023
846,5571,0.21298
846,5576,0.56074
846,5657,0.28833
846,5884,0.34784
846,5924,0.31812
846,5944,0.31504
846,6039,0.20255
846,6205,0.35658
846,6207,0.25866
847,1013,0.55839
847,1179,0.24957
847,2963,0.20513
847,3146,0.26859
847,3250,0.21555
847,4178,0.24709
847,5159,0.24625
847,5329,0.31017
847,5353,0.21785
847,5893,0.28104
847,6212,0.28612
848,930,0.21131
848,1028,0.33105
848,1054,0.34012
848,1059,0.22298
848,1112,0.21635
848,1118,0.28129
848,1150,0.25212
848,1241,0.26127
848,1341,0.34209
848,1359,0.30235
848,1378,0.57436
848,1532,0.62013
848,1623,0.38106
848,1692,0.25616
848,1716,0.45368
848,1719,0.41457
848,1784,0.20248
848,1813,0.46833
848,2214,0.47274
848,2258,0.20611
848,2319,0.41261
848,2364,0.20094
848,2453,0.22016
848,2488,0.24088
848,2573,0.31923
848,2629,0.23333
848,2641,0.40459
848,2790,0.31032
848,2906,0.44055
848,3192,0.22419
848,3245,0.21163
848,3252,0.23533
848,3472,0.27555
848,3643,0.24888
848,3791,0.30439
848,3821,0.21679
848,4321,0.35085
848,4352,0.26333
848,4561,0.47402
848,4607,0.40475
848,4609,0.27384
848,4725,0.22082
848,4842,0.37517
848,4861,0.26546
848,4876,0.20295
848,4907,0.25058
848,5090,0.22746
848,5270,0.26122
848,5367,0.38277
848,5471,0.20291
848,5557,0.22441
848,5821,0.2595
848,5924,0.31775
848,5998,0.37483
848,6031,0.26772
848,6040,0.2202
848,6092,0.20462
848,6094,0.21336
850,1415,0.46497
850,5981,0.21022
851,5258,0.22074
852,1729,0.20314
852,1947,0.34191
852,1996,0.28721
852,2033,0.22635
852,2429,0.22964
852,2932,0.26226
852,3165,0.22913
852,3209,0.21908
852,3813,0.33983
852,4267,0.27862
852,4363,0.22216
852,4466,0.41171
852,5083,0.3114
852,5362,0.24688
852,5499,0.27545
852,5513,0.20726
852,5580,0.23702
852,5794,0.22432
852,6001,0.22049
852,6008,0.21496
852,6065,0.24008
853,2897,0.28658
853,3504,0.20287
853,3912,0.27619
853,4216,0.23148
853,4721,0.21183
853,5423,0.22074
853,5518,0.26019
853,5759,0.25386
853,5914,0.21972
854,3637,0.22957
854,4571,0.20907
854,5260,0.29394
854,5513,0.21585
854,5685,0.22169
854,5905,0.33045
855,5633,0.2595
857,2335,0.21063
857,2724,0.20296
857,3014,0.23466
857,4142,0.22896
857,4365,0.27728
857,5374,0.25486
857,5905,0.22349
858,884,0.22215
858,2172,0.25989
858,2846,0.24923
858,4771,0.23467
858,4774,0.21507
859,2787,0.2969
859,4734,0.21404
860,863,0.23678
860,1215,0.2811
860,1270,0.23332
860,1400,0.21432
860,1564,0.25065
860,1684,0.4087
860,2097,0.25365
860,2265,0.30297
860,2300,0.25024
860,2310,0.24461
860,2368,0.23409
860,2387,0.22605
860,2453,0.2061
860,2461,0.24672
860,2506,0.27839
860,2543,0.24522
860,2575,0.35131
860,2797,0.23754
860,2833,0.30567
860,3170,0.29206
860,3350,0.25596
860,3610,0.42111
860,3639,0.55405
860,3821,0.2173
860,3848,0.23417
860,3926,0.31256
860,4022,0.21169
860,4215,0.27021
860,4227,0.25045
860,4239,0.20912
860,4294,0.20801
860,4361,0.20901
860,4363,0.25451
860,4373,0.25376
860,4395,0.23806
860,4562,0.41301
860,4743,0.31005
860,4848,0.39201
860,4888,0.27575
860,4912,0.26412
860,4923,0.2555
860,4955,0.22997
860,4971,0.25161
860,5018,0.35569
860,5039,0.20997
860,5206,0.27708
860,5378,0.2998
860,5546,0.21144
860,5649,0.20356
860,5826,0.23811
860,5862,0.2431
860,5908,0.23227
861,1158,0.22725
861,1582,0.21978
861,1880,0.28689
861,2972,0.21847
861,4473,0.20068
861,4689,0.21665
861,4949,0.20018
861,5145,0.23885
861,5490,0.23775
861,5709,0.30916
861,5798,0.28493
861,5859,0.21254
861,5945,0.21177
